source,target,weight
LEJ,MUC,5.0
XIY,BFJ,29.55889145496536
XIY,INC,20.943103086290154
XIY,JIC,0.0
XIY,KHG,17.902985074626866
XIY,LJG,21.89572864321608
XIY,LUM,4.0
XIY,LXA,37.75405214940098
XIY,MIG,21.30787878787879
XIY,TGO,10.352
XIY,TVS,11.34349030470914
XIY,TXN,21.868794326241133
XIY,XIL,33.0
XIY,CGD,20.25
XIY,CGO,115.78787878787878
XIY,CIF,92.2
XIY,DLU,11.7
XIY,ENH,27.776412776412776
XIY,FOC,25.946336148188504
XIY,HFE,25.97498493068113
XIY,HIA,14.92911877394636
XIY,NAY,33.5
XIY,RKZ,4.0
XIY,SHA,32.100914887718325
XIY,TSN,21.54599900182998
XIY,TYN,20.32467532467533
XIY,URC,30.30107913669065
XIY,WUX,24.01713469776297
XIY,YIH,24.291666666666668
XIY,XNN,15.648050021195422
XIY,YIN,7.0
XIY,ZHA,14.326446280991735
XIY,ZUH,32.89505637467476
FYJ,JMU,3.8931297709923673
DDG,TSN,35.348837209302324
ALG,CDG,13.0
SHF,CGO,36.696969696969695
SHF,KHG,43.85084745762712
MIG,DLU,25.77777777777778
MIG,INC,29.785714285714285
MIG,LJG,33.47425897035881
MIG,LXA,58.961016949152544
MIG,CGO,21.112676056338028
MIG,FOC,21.33333333333333
MIG,SHA,37.49175824175824
MIG,TYN,15.424342105263158
MIG,TSN,4.75
MIG,URC,42.46238716148445
MIG,XNN,23.61290322580645
XIL,NAY,34.155208333333334
XIL,TSN,19.24726134585289
CPT,MQP,4.0
LUM,CGO,242.0
LUM,SHA,0.0
YUS,LXA,44.71604938271605
YUS,XNN,10.053182917002417
INC,HFE,24.120967741935484
INC,CGO,16.382367267413542
INC,FOC,1.0
INC,LFQ,45.16450216450217
INC,SHA,20.98682042833608
INC,TSN,25.828926905132192
INC,XNN,10.934102141680397
INC,TYN,24.39899833055092
INC,URC,29.304059652029824
INC,WUX,27.729166666666668
HFE,ENH,0.0
HFE,BKK,4.0
HFE,CGO,19.895104895104897
HFE,FOC,262.5
HFE,SHA,83.3157894736842
HFE,TYN,20.00979020979021
HFE,URC,112.2
HFE,XNN,12.95
HFE,KIX,19.0
HFE,TXN,25.15981012658228
HFE,ZUH,39.24
ROT,CHC,0.0
MUC,CDG,2.0
MUC,HEL,437.0
MUC,PRG,0.0
MUC,SVO,331.0
EWR,MBJ,0.0
NGO,HNL,0.0
NGO,ICN,25.666666666666668
NGO,KIX,743.0
HIA,FOC,32.333333333333336
HIA,SHA,30.688524590163933
HIA,TSN,23.05678233438486
BFJ,NAY,41.15339233038348
BFJ,ZUH,5.0
BFJ,LJG,23.059620596205963
BFJ,SHA,36.26378896882494
CIF,CGO,47.125
